2588.6635279262077,1903.4321813538425,1807.9129499255139,1588.9748009372777,1397.7704359887018,1139.5739720764104,1098.1350054017962,971.3261856973584,830.9022997281356,735.990489370187,711.2488945500908,607.7918821562058,583.7636722332857,472.26412873376614,426.2714387642263,416.11946746406176,391.28897783762625,340.9183990189063,353.2720400084824,304.58014184883757,261.2262180521984,168.9225358485577,180.19726145531448,173.60682279781008
1903.4321813538425,1978.8568658358333,1817.3066097697965,1623.5824223500201,1438.0876426502728,1166.9612416837638,1111.4622107640955,970.423301489425,823.9652975160157,731.1695608522831,713.7535974582745,635.429939035334,609.5982896024171,500.52321959614676,457.8160850321559,434.95247678020525,405.10888976668554,362.00221331819824,368.420777769903,326.6844225136599,284.0301300449581,179.4339519594964,189.67306960625797,184.68185100035438
1807.9129499255139,1817.3066097697963,2444.6843754555825,2107.7566296394225,1830.194731140066,1438.316626717588,1382.279622151758,1213.8271016160386,1022.3592908065789,901.4920476322708,900.9016177124012,757.0927351256904,710.7833539691391,584.8633690709098,526.1729410682715,485.95074126010223,459.38877573296014,400.9532315967338,398.67343683755576,348.34627843219573,317.9478235541734,196.551067611486,198.86575930724712,178.53839852215407
1588.9748009372775,1623.5824223500201,2107.7566296394225,2578.442149743116,2243.8478168515276,1745.5668947916142,1702.4259121798273,1468.8245905586523,1220.80879232925,1083.92130945387,1073.5076914727351,913.3966377632313,838.6109242774796,686.2894387750199,602.1145253117022,551.86563429652,533.5805946432902,450.8028439122314,456.13330366901465,404.7504809651182,381.4206262356812,246.100697927942,235.69436986658243,198.5925116486539
1397.7704359887018,1438.0876426502728,1830.1947311400666,2243.8478168515276,2726.0458898540946,2066.096527655228,1993.0596690496047,1674.9922910746016,1403.0002091947497,1264.2149066205018,1240.3690578951514,1061.7305761911778,978.626122057337,800.3698024228515,692.9122450154365,630.1721856189312,599.7665868132992,524.4940099565677,522.0588819075692,473.61435415920874,438.4122753044758,300.71444323043914,289.81927369308335,249.5517338759002
1139.5739720764104,1166.9612416837638,1438.316626717588,1745.5668947916142,2066.096527655228,2186.6982122076915,2100.528389891151,1757.7248878869045,1467.8105211787906,1304.96705012831,1254.061720601115,1074.7634398928315,988.0061799269303,801.7550969486928,694.7137871524797,637.3231663037199,619.061095518258,549.6164534679516,525.3955164851649,475.8805575652428,444.799674791669,304.7632490688767,278.95178940740567,241.1128514309675
1098.1350054017962,1111.4622107640955,1382.279622151758,1702.4259121798273,1993.0596690496047,2100.528389891151,2832.7008062539776,2323.6145159852244,1909.9686913456148,1687.4986318899564,1609.6805229412425,1367.95174499706,1272.8972121858822,1023.3870509341815,883.6012180024853,823.2999989217558,798.271107789918,702.0398232265744,656.5683192221732,607.3050045060401,564.8552397342287,414.7475332429896,383.45309499492924,335.84176699157945
971.3261856973584,970.4233014894251,1213.8271016160388,1468.8245905586525,1674.9922910746016,1757.7248878869045,2323.6145159852244,2763.444056508437,2211.627980874786,1929.7371297908976,1868.5941074655489,1547.552447055565,1432.1598422216719,1167.97325069885,1002.7560156078758,924.050650838551,879.4167079375808,800.2004844789291,742.1055537554743,682.4756436986762,627.1539565101467,454.6161822386769,409.31869023695924,348.70787469653175
830.9022997281356,823.9652975160157,1022.359290806579,1220.8087923292503,1403.0002091947497,1467.8105211787906,1909.9686913456148,2211.627980874786,2479.3525633898134,2155.6879700287004,2068.7259873921466,1723.7829666690066,1587.0495696630348,1286.103629786483,1110.9138607930417,1017.3230902305164,983.8074935980399,918.7334761359999,840.5635367733489,752.5125344905229,673.5440464164423,488.73470149940727,438.6500670312701,367.87095846348603
735.990489370187,731.1695608522831,901.4920476322708,1083.92130945387,1264.2149066205016,1304.96705012831,1687.4986318899562,1929.7371297908978,2155.6879700287004,2601.998154678085,2469.024169822734,2087.8582593513693,1915.060462211774,1518.6251082904396,1301.3753049332538,1180.3483172088606,1147.3096528058818,1055.8487495929992,963.5809836264154,893.5487854804345,781.4367347698206,572.2768922340287,494.6108574618873,419.77520730270913
711.2488945500908,713.7535974582745,900.9016177124012,1073.5076914727351,1240.3690578951516,1254.0617206011148,1609.6805229412425,1868.5941074655489,2068.7259873921466,2469.024169822734,3307.2858425070663,2682.717712924602,2466.7382625355026,1989.603342648804,1685.9928710547963,1526.3921538511856,1489.7476358733227,1363.7799461648708,1251.8425633495128,1181.208023909586,1009.0540979555609,741.8892554393159,680.0115906134874,579.6401207469249
607.7918821562057,635.429939035334,757.0927351256904,913.3966377632313,1061.7305761911778,1074.7634398928315,1367.95174499706,1547.552447055565,1723.7829666690066,2087.8582593513693,2682.717712924602,3187.3306472631707,2881.0314288785016,2283.4977518023943,1938.196578118233,1783.4985025912022,1702.4987849419726,1528.8495181891283,1437.349377776586,1327.843711367666,1136.7290101177912,875.6404218296765,776.0842500497672,666.1578337858583
583.7636722332857,609.5982896024171,710.7833539691391,838.6109242774797,978.6261220573372,988.0061799269301,1272.8972121858822,1432.1598422216714,1587.0495696630348,1915.0604622117737,2466.7382625355026,2881.0314288785016,3748.0478554012593,2896.1780847774744,2425.212704440011,2243.0749885148853,2143.2756243004783,1890.5283863570166,1799.8326744915087,1644.6022545157514,1406.4631334507806,1090.53245558185,966.9705843691013,810.8650941171651
472.2641287337661,500.5232195961467,584.8633690709098,686.2894387750198,800.3698024228515,801.7550969486928,1023.3870509341816,1167.97325069885,1286.103629786483,1518.6251082904396,1989.603342648804,2283.4977518023948,2896.178084777475,3225.9616757198705,2669.662707537619,2476.565525063778,2360.2317262696015,2096.1328817955937,1996.7347292053573,1820.971544499749,1549.9926596163957,1229.797209432256,1111.137134308153,951.3179273013722
