hours,Mcc,R1,R2
4.0,-158.2555776716134,-171.80000799557922,-183.1199683088817
5.0,-158.25557793580998,-161.05154463148574,-178.54409538447746
6.0,-158.25557852483547,-167.07427660851073,-179.63670029420206
7.0,-1.1625508880026487,-137.5225176555486,-47.129011709637325
8.0,5.0552567515370015,-93.11643051424146,2.425547744389007
9.0,28.747638648650245,-53.71107238671171,81.42871394976804
10.0,64.4893445350018,-32.296576287600416,102.69906651996163
11.0,82.62852739167323,-35.0174498664917,117.8404580743008
12.0,78.34131430321,-38.350120760216825,119.48044420323147
