res,gens,esrs
10.0,23.999999968249064,5.015076744948438e-11
20.0,23.99999999997207,4.030092703157692e-14
30.0,23.999999997073115,3.0730372685948603e-12
40.0,23.9999999995206,5.92057674667945e-13
50.0,23.999999999354486,1.7683172333268054e-11
60.0,22.716096123666336,1.2839038683153838
