hours,S1,S2,S3
4.0,0.07645225923655334,0.077203032016342,0.07723675539754725
5.0,0.07645219910163467,0.07720297557206962,0.07723672721913662
6.0,0.07645212948870268,0.0772028915680912,0.0772366371317383
7.0,0.07645081812304802,0.07720161956182853,0.0772354002425476
8.0,0.05825457208164149,0.058826756716406706,0.05885290053482814
9.0,0.03805029179023685,0.03842401278338181,0.03844101092940995
10.0,0.038050213199010585,0.03842393503016875,0.038441016129666265
11.0,0.038050058234856285,0.038423792964058213,0.03844091999083245
12.0,0.03805005186880681,0.03842378613583404,0.03844092440497298
