hours,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
4.0,264.4200206613559,66.10500484570558,0.0,0.0,0.0,227.47139177594394,227.47139177606155,0.0,0.0,0.0,454.94278356061335,303.29518903623705
5.0,273.5550672785749,68.38876648307914,0.0,0.0,0.0,235.32995619833588,235.32995619845775,0.0,0.0,0.0,470.6599124056979,313.77327493281587
6.0,266.59603933144456,66.64900950922622,0.0,0.0,0.0,229.34334532143023,229.34334532154872,0.0,0.0,0.0,458.68669065165716,305.79112709689866
7.0,81.58496525436723,29.182261660955756,0.0,0.0,0.0,58.47046076800232,41.798075107782864,0.0,0.0,0.0,122.23482356929566,81.48988237833366
8.0,13.425555617272808,58.7654739979337,16.639424242341796,6.239632873006824,0.0,45.17525818787868,17.712125071197768,0.0,0.0,0.0,91.42436977073818,60.94957984418623
9.0,0.0,10.48560029577399,0.0,65.05757327482627,0.0,31.84645601390229,14.71813624917792,0.0,0.0,0.0,64.08076776456393,42.72051183988674
10.0,0.0,10.231891438268338,0.0,63.94878809735176,0.0,31.413616682204513,14.627779388799823,0.0,0.0,0.0,63.214356004223156,42.14290399966022
11.0,0.0,10.008949646100907,0.0,62.96836967368038,0.0,31.0288836442317,14.545173354389615,0.0,0.0,0.0,62.444238070011245,41.62949204352264
12.0,0.0,10.582127787262952,0.0,65.47694799948148,0.0,32.00980854483482,14.752403446596796,0.0,0.0,0.0,64.4077914336163,42.93852761925268
