hours,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
4.0,2.329112845700365e-6,2.2699800297232287e-6,3.1884246709523723e-6,5.2535399390762905e-6,6.310606579518208e-7,29.999997777592284,29.99999790808505,45.84167824599814,72.57866648961652,299.99999377874195,56.583636145394166,39.99998452572311
5.0,2.322025494549962e-6,2.2637885024323623e-6,3.186619721873285e-6,5.251782113191439e-6,6.299842496559904e-7,29.99999775456331,29.999997884733773,35.76665750849037,61.663934843762945,299.99999081766464,56.583665691885244,39.999984428569576
6.0,2.3216293811856303e-6,2.239136847492773e-6,3.187918423463998e-6,5.253050517239899e-6,6.30779169341622e-7,29.999997753675387,29.99999788534781,43.44176240139245,69.97870706511969,299.9999932278933,56.583715555102316,39.999984268552396
7.0,2.338337452556516e-6,1.945863573382667e-6,3.209974579476693e-6,5.2744833283213666e-6,6.431673327256249e-7,29.999997880306225,29.999998029075414,150.78516140225707,186.26491465286048,299.9999967295106,56.5844974798234,39.999981634792334
8.0,6.218028882966848,1.5545247040341508,3.2792644901746826e-6,5.340535494724463e-6,6.716384177707369e-7,64.8024470269821,66.53051703901305,249.843307210836,293.5807374991565,299.99999710278394,66.53044541567388,58.06838892279052
9.0,16.15644630683238,4.0390330306703675,3.3156949257318047e-6,5.3748900654682075e-6,6.843577224913133e-7,96.12119001464497,98.68461539805426,286.9437563852975,333.7726613790269,299.99999716355285,98.68430526664443,92.51889849376971
10.0,16.15652039407678,4.038990073927522,3.3156746326312714e-6,5.374850729822356e-6,6.843516118237858e-7,96.12132179810445,98.68468443064046,286.94347221761404,333.7717470116777,299.9999971738824,98.68439031833623,92.51894293921606
11.0,16.15645714978794,4.03913318062456,3.3157085113089124e-6,5.374875286179304e-6,6.843593496341782e-7,96.12076403914256,98.68365348993697,286.9441529961484,333.7719492634328,299.9999971681054,98.68437899947301,92.5189597278574
12.0,16.156449549599984,4.039142541475314,3.315712035600882e-6,5.374879151531786e-6,6.843617867957619e-7,96.12077485552925,98.68365541485976,286.94431155809133,333.77258522864446,299.99999717305224,98.68436881803876,92.51895608957267
